text,AC,ACP
The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).,food,positive
"The food is fresh, delicious, and reasonably priced.",food,positive
"The food was very good, a great deal, and the place its self was great.",food,positive
"Authentic food and they have REAL service, not just the rush you get sometimes when they try to push you out the door.",food,positive
"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.",food,positive
With the theater 2 blocks away we had a delicious meal in a beautiful room.,food,positive
The food is great and reasonably priced.,food,positive
"It's constantly open, catering to the Pakistani cabbies lined up on Crosby St., so there's more turnover with the food than you'd expect (i.e., surprisingly fresh).",food,positive
"I went at 6:00 PM specifically for the pre-theater menu ($19.95 for roasted tomato soup with chevre, steak frites, creme brulee) and it was marvelous.",food,positive
"So if you want a nice, enjoyable meal at Montparnasse, go early for the pre-theater prix-fixe.",food,positive
We were fans of the half-price Saturday night option until some inedible squid during a recent visit.,food,negative
The food is reliable and the price is moderate.,food,positive
"While the ambiance and atmosphere were great, the food and service could have been a lot better.",food,negative
The food is usually good but it certainly isn't a relaxing place to go.,food,positive
"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",food,positive
"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",food,positive
I love the fact that the pizza tastes so good and is so cheap.,food,positive
"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.",food,positive
Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.,food,positive
I was pretty much full after our fondue appetizer.,food,positive
"Even though its good seafood, the prices are too high.",food,positive
"In addition, the food is very good and the prices are reasonable.",food,positive
It won't break the bank but I also wouldnt come back for the food.,food,negative
like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan.,food,negative
Taj Mahal offeres gret value and great food.,food,positive
"Outstanding Bagels, but you get what you pay for.",food,positive
"Service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared.",food,positive
"I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good.",food,positive
The food is delicious and beautifully prepared along with the friendly and personable service.,food,positive
We had a great tiem watching the shows and characters and ar food was just what we were looking for.,food,positive
"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!",food,positive
"The crust is thin, the ingredients are fresh and the staff is friendly.",food,positive
I have never been disappointed but their true strength lays in their amazingly delicious and cheap lunch specials.,food,positive
This is my first time writing a review for a restaurant because the food and service was excellent.,food,positive
"While they keep the capex to a minimum, they do put some cash into the bagels, because they among the best in the city.",food,positive
I have never before eaten 40 pieces of relatively good nigiri.,food,neutral
"While the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.",food,positive
Have frequented 'ino for several years and the food remains excellent.,food,positive
all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,food,positive
"All of it was simply amazing, unique and tasty and best of all it didn't break the bank.",food,positive
"Great wine list, reasonably priced.--Sara",food,positive
"While the food was excellent, it wasn't cheap (though not extremely expensive either).",food,positive
"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",food,positive
"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",food,negative
"If I could rate the people this place would be off the charts - unfortunately - the pizza, sorry - not the best in NYC.",food,negative
"The portions are now very small, the sauces are overly-ambitious usually inedible while the service is still good, the restaurant, due to its popularity, seems frantic.",food,negative
The service is a little scatty at times but all is forgiven when the food arrives.,food,positive
"Not only is the cuisine the best around, the service has always been attentive and charming.",food,positive
"The production is a symphony, alot of fun to experience.The food sublime for the most part.",food,positive
"Waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.",food,negative
"Interesting selection, good wines, service fine, fun decor.",food,positive
"If you live in new york city, you'll find better food at small restaurants outside of time square and spend half the amount.",food,negative
The food is great and they have a good selecion of wines at reasonable prices.,food,positive
I was very impressed by this low-key upper eastsider and their authentically thai cuisine!!!,food,positive
The food is okay and the prices here are mediocre.,food,neutral
"We have been to this place many times, and always have great food, wine, and service.",food,positive
"Haru serves very fresh fish, has a trendy, modern ambiance, prime location on Park Avenue South and friendly service.",food,positive
"Very romantic fires - I've literally spent hours at Lanterna, drinking wine from their extensive wine and enjoying the ambience.",food,positive
"Great food, great prices, great service.",food,positive
"This place, however, has a lot less pretension than Joya and the Thai food is still above-average.",food,positive
I've been to several places for Dim Sum and this has got to be the WORST.,food,negative
"The freshest, best variety, and the fastest delivery.",food,positive
Go to Volare for 1st class service and terrific food.,food,positive
"The sandwiches are dry, tasteless and way overpriced.",food,negative
The drinks are always welll made and wine selection is fairly priced.,food,positive
Delicious food at a great price but do not go here on a cold day and sit by the front door.,food,positive
"Decent Thai food in cute - though a bit dank - little Nolita hangout, BUT service terrible.",food,positive
$20 gets you unlimited sushi of a very high quality- I even took a friend here from Japan who said it was one of the best sushi places in the US that he has been to.,food,positive
"So, for good food i'd recommend it, but not for a fun night out.",food,positive
"Disappointing food, lousy service.",food,negative
"If you want a casual neighborhood bistro that has great food and excellent service, this is the place.",food,positive
"Over price, and small portions .",food,negative
"Meanwhile, the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis.",food,positive
The food was well prepared and the service impecable.,food,positive
"BUt their best dish is thh Thai spiced curry noodles with shrimp - a dish that would cost $23.95 is most places, but it is $16 here.",food,positive
While the food was good (certainly no Il Mulino) the service was horrendous.,food,positive
The food was very expensive (we spent $160 for lunch for two) but extremely tasty.,food,positive
"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",food,positive
"An excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.",food,negative
"That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.",food,negative
They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,food,negative
All of the pizzas are terrific and the price is even better!,food,positive
"It is about FOOD and Ambiance, and imagine how dreadful it will be it we only had to listen to an idle engine.",food,negative
"Great food, great lay out and awesome service.",food,positive
I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,food,positive
"They have it all -- great price, food, and service.",food,positive
"The food was amazing, the service was so attentive and personable, and how about that ambience!",food,positive
sometimes i get good food and ok service.,food,positive
"It's a place for people who pay a lot for mediocre food, noise and a chance to be with their fellow bridge and tunnel folks.",food,neutral
This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,food,positive
"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",food,neutral
"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",food,positive
Nothing fancy but really good food with pretty reasonable price.,food,positive
"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",food,positive
"While I quite liked the food and the ambience, I'm not quite sure if it they really deserve it the Michelin rating they have displayed so prooudly in the window.",food,conflict
Service was good and food is wonderful.,food,positive
The quality of food at this restaurant accompanied  by fantastic live jazz makes this place a perfect 10!,food,positive
"I have eaten at Saul, many times, the food is always consistently, outrageously good.",food,positive
Service and food is what any one would expect when spending that type of money.,food,neutral
"If you're looking for a great meal at a decent price, go to Del Frisco's!",food,positive
"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",food,positive
The food was delicious and the waiter was incredibly helpful and attentive (considering we were the only ones there for the first hour).,food,positive
"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",food,positive
Tasty but expensive.,food,positive
"Both are delicious, the cooks are friendly and are willing to take a moment and speak to you and shake your hand.",food,positive
"The staff was accomodating, the food was absolutely delicious and the place is lovely.",food,positive
"Excellent atmosphere, delicious dishes good and friendly service.",food,positive
A cool place to hang with your friends for a couple of healthy drinks and desserts.,food,positive
Great food and the prices are very reasonable.,food,positive
"A cool bar with great food, and tons of excellent beer.",food,positive
"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",food,positive
"Great service, great food.",food,positive
"sometimes i get bad food and bad service, sometimes i get good good and bad service.",food,conflict
"It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...",food,positive
Dakshin is one of the few affordable and tasty Indian restaurant in the upper east side.,food,positive
"My friends and I experienced amazing cheese and a delicious, new summer menu at Artisanal last night.",food,positive
"The staff is accomodating, the ambiance is exciting and yet relaxed, and the food is out of this world!",food,positive
"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",food,positive
Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,food,positive
"Top spot in town for Vietnamese classics, better than places that cost a lot more.",food,positive
"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.",food,positive
The dim sum is delectable while the prices are quite easy on the wallet.,food,positive
"Overall the restaurant is more expensive than our other sushi favorites, but everything was delicious.",food,positive
We could only get through an appetizer and cheese fondue.,food,neutral
"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it.",food,positive
I have enjoyed everything I have ever gotten and the fish is so fresh and always prepared in a great way.,food,positive
Cheese plate is a varied delight and great bargain at $10.,food,positive
"My GF and I still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi.",food,positive
"The food was below average, the service was pathetic, there was no ambience at all.",food,negative
"$160 for 2 filets, 2 sides, an appetizer and drinks.",food,neutral
"Aside from the rushed service, we were very impressed with the food and the drinks.",food,positive
"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",food,positive
Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,food,positive
"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.",food,neutral
"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.",food,positive
"Not the greatest sushi place, but excellent for a $19.95 all you can eat.",food,neutral
The food was mediocre at best but it was the horrible service that made me vow never to go back.,food,neutral
"You get what you pay for and with that logic in mind, Spice is a great place to grab some cheap eats and drinks in a beautiful setting.",food,positive
"Other than being a little crowded and a bit overpriced, the atmosphere is filled with energy (and the beautiful people of course) and the food was surprising good!",food,positive
"Excellent dumplings served amid clean, chic decor.",food,positive
"Service is great, takeout is good too.",food,positive
The pizza is overpriced and soggy.,food,positive
"Everything is excellent, the menu is quite extensive, and you eat with a view on both sides of the city.",food,positive
I've never had bad service and the fish is fresh and delicious.,food,positive
"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.",food,neutral
"Everything is always cooked to perfection, the service is excellent, the decor cool and understated.",food,positive
"As I made the title, it's an affordable restaurant for great taste.",food,positive
"Orsay, is a very pleasnt throw back to traditional French food, and French service as well.",food,positive
Great food at reasonable prices.,food,positive
"Everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food.",food,negative
"It is terrific, as is the value.",food,positive
"The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.",food,positive
The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,food,positive
"The food was just OK, I would never go back.",food,neutral
"Everything looks great, the drinks, the decor, the food, even the people.",food,positive
"We had great desserts (including the best cannoli I've ever had) and then they offered an after dinner drink, on the house.",food,positive
"Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.",food,positive
"The Halibut was too salty, dessert was so so (don't waste any of your calories) and service was poor.",food,negative
"The view is spectacular, and the food is great.",food,positive
"The food is wonderful, tasty and filling, and the service is professional and friendly.",food,positive
"Then, get ripped on free box wine.",food,positive
My wife and I ate here earlier this week and have not stopped ranting and raving about the food.,food,positive
"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",food,negative
The food itself was just ok - nothing spectacular - but the service was awful.,food,neutral
The pizza is yummy and I like the atmoshpere.,food,positive
"Also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it.",food,negative
"try the spicy shrimp appetizer (again, not the greatest value in the world but worth the price) and the lamb vindaloo is great.",food,positive
Food was good not great not worth the wait or another visit,food,conflict
Incredible food at a very agreable price brings me back just about every other day to this authentic Thai restaurant.,food,positive
"The eggplant parmesan is also great, and my friend who grew up in Manhattan claims that no one serves a better baked ziti with meatsauce.",food,positive
"Quality ingredients preparation all around, and a very fair price for NYC.",food,positive
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,food,positive
"The service is excellent, the decor is great, and the food is delicious and comes in large portions.",food,positive
The place is small and cramped but the food is fantastic.,food,positive
The food there is so good that even to order out the wait is incredible.,food,positive
"The highlight of the night was the mayonaisse for my side of fries I received from one of the food runners, which is not good considering the bill was nearly $100.",food,negative
"The food is very good for it's price, better than most fried dumplings I've had.",food,positive
I ate here a week ago and found most dishes average at best and too expensive.,food,negative
The spicy Tuna roll is huge and probably the best that I've had at this price range.,food,positive
Price and quality of fish alone will keep us from making a return visit.,food,negative
The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,food,positive
"Overall, the ingredients and technique are there and I am encouraged enough to return at lunch or dinner to see whether the boldness of the flavour palette improves.",food,positive
"Service was devine, oysters where a sensual as they come, and the price can't be beat!!!",food,positive
They offer the same menu but have creative drinks that are loaded with alcohol and cheeky names -- but they do cost you.,food,conflict
We went to eat at the Jekyll and Hyde restaurant on Friday night and really enjoyed the fun atmosphere and good food.,food,positive
The service was excellent and the food was delicious.,food,positive
"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",food,negative
A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,food,positive
"The service is friendly, if not the most prompt in the world, the food is great, and the prices, while not cheap, won't put your wallet out of commission.",food,positive
"Had 1 appetizer, 2 entrees and 2 cokes and the bill was ~$55.00, not including tip.",food,neutral
Slightly above average wines start at $70+ with only one selection listed at $30+.,food,negative
"You can certainly find restaurants that offer a superior fine dining experience, but for superb food at reasonable prices, La Villa can't be beat.",food,positive
The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,food,positive
"I would recommend Roxy's for that, but not for their food.",food,negative
"The puke green walls leave a lot to be desired, but the food is very good.",food,positive
The wine the service was very good too.,food,positive
"So, the menu is written in chalk above your head and it all sounds delicious.",food,positive
"While Sapphire is certainly not lacking in ambiance, and probably has the best decor of any Indian restaurant I have been to in New York City, the food was not what I had hoped for.",food,negative
"You don't go to Mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place.",food,positive
Great value for the quality ingredients.,food,positive
"The Thali was small, thoroughly unremarkable, and $14.95.",food,negative
"The food here is rather good, but only if you like to wait for it.",food,positive
So all I'm trying to say is this restaurant is by far the best thai food restaurant I've ever been to.,food,positive
"This place doesn't compare with Mamoun's in terms of price, freshness, value, and consisent quality, but that's just my opinion.",food,negative
"The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced.",food,positive
The owners and employees are friendly and their pizza is fantastic.,food,positive
"Bottom line: B+ for the food, F for the service.",food,positive
"Stick to dimsum, not super overpriced noodles.",food,negative
delicious simple food in nice outdoor atmosphere.,food,positive
"The food is good, but very expensive for the casualness of it.",food,conflict
Their wines by the glass are a great accompaniment and you can eat like a king with wine for under $30.,food,positive
"The food is outstanding and the service is quick, friendly and very professional.",food,positive
The food was boring and expensive.,food,negative
"We love the food, drinks, and atmosphere!",food,positive
"The vibe is very relaxed and cozy, service was great and the food was excellent!",food,positive
"If you are looking for a good quality, cheap eats - this is the place.",food,positive
Never in my life did I think that I could be satisfied both in taste and in quantity for $3.00 in NYC.,food,positive
"When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM need I say more) I can't say any more, it a place you'll never forget If you never go, you'll miss A Meal of your life time",food,positive
"Average to good Thai food, but terrible delivery.",food,positive
And they provided a delicious dessert on the house!,food,positive
"Try the Pad Thai, it's fabulous and their prices are so cheap!",food,positive
Food is great and inexpensive.,food,positive
"The staff was very attentive, the ambience lovely, and the food superb.",food,positive
THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,food,positive
"The waiters are sweet, the food is tasty and the bill is never too large.",food,positive
"- for dessert we split chocolate cake and vanilla gelato (with espresso), which were tasty, but I thought a bit overpriced.",food,positive
"All I can say is $2 pints during happy hour and the some of the cheapest oysters you'll find in the city, though the quality is some of the best.",food,positive
"Service here was great, food was fantastic.",food,positive
"You will pay a lot for the decore, but the food is no better or worse than a lot of other Chinese and Asian fusion places in NY.",food,neutral
"They do cater to American palates, but if you like it hot let them know and they are more than willing to oblige!",food,positive
I care more about the food and ambience.,food,neutral
"Oh, but wait, we were out of drinks (which were also delightfully overpriced).",food,negative
Food and service was okay.,food,neutral
"Over time, the food quality has decreased substantially, it is a lot less crowded than it used to, and the service must definitely be part of the reason.",food,negative
Great pizza and fantastic service.,food,positive
"While this is a pretty place in that overly cute French way, the food was insultingly horrible.",food,negative
"great wine list (italian), good food, service was INITIALLY fine.",food,positive
"Unlike other places in NYC where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably-sized portion (and price).",food,conflict
"Staffs are not that friendly, but the taste covers all.",food,positive
"Their sake list was extensive, but we were looking for Purple Haze, which wasn't listed but made for us upon request!",food,positive
"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",food,neutral
They are served with a free appetizer and the portions are perfect for lunch.,food,positive
"My husband and I both ordered the Steak, medium.",food,neutral
The sushi is average and the prices are anything but.,food,neutral
"The food is consistently wonderful - I've been coming here for years, and the owner has always been accomodating and friendly.",food,positive
"If you're looking for a place to sit down, have a drink and conversations with friends, go to sweet-n-tart and order yourself a hong-kong styled milk and tea with tapioca pearls (hot).",food,positive
"While the room is not particularly comfortable, once you're seated you'll forget about everything except what's on your plate.",food,positive
"The ambiance is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan, veal in carozza chicken saltimbocca.",food,conflict
You can even get packages of the chutneys to stock your fridge!,food,positive
"If it isn't for the food (A+++), it must be the service or the ambience.",food,positive
"$6 and there is much tasty food, all of it fresh and continually refilled.",food,positive
"Just straight up cheap, good food.",food,positive
"The staff makes you feel at home, the food is great and the atmosphere is WONDERFUL!",food,positive
Edible but really a ripoff at those prices given whats in the area.,food,neutral
"Great food, great decor, great service.",food,positive
The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,food,positive
The service was excellent and the food was delicious.,food,positive
I'm happy to have Nosh in the neighborhood and the food is very comforting.,food,positive
"The sushi has been from average to below average, the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchen, the acousitcs are horrid, everything echoes is extremely loud).",food,negative
Spreads and toppings are great - though a bit pricey.,food,positive
And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,food,negative
"The service was excellent, the food was excellent, but the entire experience was very cool.",food,positive
Excellent lunch buffet for only $6.95.,food,positive
"both are very reasonably priced (around $8 for dinner and $5 for lunch), and are delicious and filling.",food,positive
"Good food at the restaurant (a bit expensive, but great if you want to impress your date).",food,positive
I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,food,positive
"The food was delicious, the atmosphere was relaxed, and we have now adopted Plate 347 as our Secret on Second!",food,positive
"I found the food, service and value exceptional everytime I have been there.",food,positive
"The food is definitely good, but I left a bit disappointed.",food,conflict
"The drinks are a saving grace, but service staff, please, get over yourselves.",food,positive
"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",food,positive
Really tasty spring rolls and noodles for a good price though.,food,positive
"While most people can attest to spending over $50 on drinks in New York bars and hardly feeling a thing, the drinks here are plentiful and unique.",food,conflict
"The food arrived 20 minutes after I called, cold and soggy.",food,negative
INCREDIBLY POOR SERVICE AN FOOD QUALITY AT EXORBITANT PRICES.,food,negative
We usually just get some of the dinner specials and they are very reasonably priced and very tasty.,food,positive
Horrible food and Horrible service.,food,negative
They treated us well and the food was extremely fresh and well-prepared.,food,positive
"Even if the food wasn't this good, the garden is a great place to sit outside and relax.",food,positive
"The food came out wrong, the waiter was no where to be found and the wine showed up at the end of the meal.",food,negative
The food was great and the service was even better.,food,positive
"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.",food,negative
"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!",food,positive
They need a kick out of it but until then the sushi is pretty good and the place is consistent.,food,positive
"Delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!",food,positive
Such nice people working here - but I have to review the food.,food,neutral
The food and staff always surprise me with the new heights they are taken to.,food,positive
"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",food,positive
What makes this restaurant special are the authentic sichuan cooking and being the only one in NYC that offers authentic chongqing hotpot.,food,positive
"Sake collection was excellent (Try Nanbu Bijin), but pricy.",food,positive
The service is outstanding and my crab-cake eggs benedict could not have been better.,food,positive
We also ordered two hot dogs thinking they would be pretty good since there is a whole section on the menu devoted to them.,food,neutral
Get the soup and a nosh (pastrami sandwich) for $8 and you're golden.,food,positive
"All the money went into the interior decoration, none of it went to the chefs.",food,negative
I just wonder how you can have such a delicious meal for such little money.,food,positive
bottles of wine are cheap and good.,food,positive
Lived in Shanghai most of my life and thought the food was comparable to the flagship Green Bo restaurant there.,food,positive
Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.,food,positive
As we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were.,food,negative
The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.,food,conflict
"Two people in our party felt like something else, and Volare immediately obliged with two great dishes that were not in their regular menu.",food,positive
"The waitress remembers me and is very friendly, she knows what my regular is and that's the fried mini buns with the condensed milk and the assorted fruits on beancurd.",food,positive
"While we thoroughly enjoyed the food, it was annoying to scream across the table for conversation.",food,positive
"We parked on the block of Nina's the place looked nice, with people obviously enjoying their pizzas.",food,positive
He takes real pride in his food and his business.,food,positive
My first time there I happened not to like the Crab Croquette apt that i ordered and they were happy to change it for me without making no big deal.,food,negative
"Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.",food,positive
We both opted for a pasta dish and they were served timely and fresh.,food,positive
"I got the $10 10-piece dim sum combo, every bite of which was great.",food,positive
"As much as I like the food there, I can't bring myself to go back.",food,positive
"For the price, you cannot eat this well in Manhattan.",food,positive
"The owner is very friendly and a great guy, go try his pizza, you'll like it!",food,positive
"While it's not Nobu, it sure is a great deal and you definitely will leave feeling satisfied and full.",food,positive
"Not a typical pizza joint, but good for a low key and fairly cheap nice sit down dinner.",food,positive
And at the conclusion of this culinary nightmare the check was given to our table by knocking over a glass of water.,food,negative
Sushi wasn't anything spectacular for the price.,food,neutral
Knowledge of the chef and the waitress are below average.,food,negative
Mermaid Inn is an overall good restaurant with really good seafood.,food,positive
"After complaining about the chicken dish, the manager came over to tell us that, no one had ever complained before, and that we just didn't know what the dish was supposed to taste like.",food,negative
A little overpriced but worth it once you take a bite.,food,positive
The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,food,positive
"The food is expensive, but worth every bite.",food,positive
"When he's not making authentic Neapolitan pizza in the open brick oven or lightly frying zucchini blossoms, he's visiting the regulars (a growing legion) and checking on newcomers.",food,positive
I highly recommend visiting this restaurant and having dinner and drinks!,food,positive
"While the prices are nothing special, the portions are huge.",food,positive
"Its a nice quiet location to go eat a good meal, relax, be able to talk and have a very good time.",food,positive
"The menu is Prix Fixe, so be prepared to spend at least $60 per person, but it is Well worth itsuperb food.",food,positive
"However, service was as plain as sesame crusted Salmon I had.",food,neutral
"For the quality of food, a little too expensive.",food,negative
What an amazing meal and experience!,food,positive
The menu prices are a bit expensive for what you get in quality and portion size.,food,negative
My fiance took me to Scopa last week for my birthday and I couldn't believe the food.,food,positive
"However, go for the ambience, and consider the food just a companion for a trip across the world!",food,negative
"My wife and I will usually only order one primi and one secondi and split them, as they tend to offer large portions.",food,positive
"In fact, while leaving the place we saw two people looking at the menu, and I couldn't help telling them that the food was horrible.",food,negative
"If you want Americanized Chinese food with your usual watery, generic white sauce, this is your place.",food,negative
"Everything is delicious, though, my gf and I come here once a week sometimes- you will get addicted!",food,positive
"Considering their price of $6.25 for lunch special, the dish was ridiculously small.",food,negative
"No food snobs allowed, this place is for people who appreciate good food.",food,positive
"I have been a longtime fan of Holy Basil in the East Village, and while I do believe their food has slightly slipped in quality, I have been hesitant to be disloyal.",food,negative
We actually left hungry and went across the street to Wo Hop at 15 Mott street for some good chinese food.,food,positive
"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",food,positive
Yeah Shanghai is also great but not quite as good -- they use the same amount of salt but without sweetness to balance out.,food,neutral
It was so bad I actually refused to pay for my food.,food,negative
I recommend this spot to anyone who enjoys  fine cuisine at reasonable prices.,food,positive
"We all had the tasting menu and unlike some of the other reviews, I felt there was more than enough food.",food,positive
"During the course of the past 3 months, the chef and staff changed and it was not for the better.",food,negative
"great eats, good times.",food,positive
We ate at this Thai place following the reviews but very unhappy with the foods.,food,negative
"I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!",food,negative
The prices are exceptionally reasonable for food of this caliber.,food,positive
I had been a regular due to the consistently good food and ease of getting a table.,food,positive
"The prices cannot be beat for the quality, quantity, freshness and taste.",food,positive
"Check it out, it won't hurt your stomach or your wallet.",food,positive
No you're going to go back because the food was good.,food,positive
"The decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low prices.",food,positive
"The restuarant itself is not large, but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic Taiwanese.",food,positive
"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",food,negative
"Maybe I say so because it looked promising for people who like artery-clogging jewish deli food, but turns out to be poorly run and awful.",food,conflict
The prices were CHEAP compared to the quality of service and food.,food,positive
I would highly recommend this place to anyone who is looking for a fine Indian dining experience that is definitely a value for your dollar.,food,positive
"While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the menu has been overhauled.",food,negative
"The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you point at.",food,positive
"This place has good potential, but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else.",food,neutral
"Service is friendly, prices are good - delivery time was a little slow, but for the way this pizza tastes, I'm willing to overlook it.",food,positive
"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return.",food,negative
I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,food,negative
"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.",food,negative
