,text,AC,ACP,label
659,Unbelievable.,anecdotes/miscellaneous,positive,3.0
660,I've been living in the Columbia University area for about 10 years with 3 kids - now in their teens.,anecdotes/miscellaneous,neutral,2.0
661,As soon as I wake up on a saturday or sunday it is the first thing on my mind is when and how I will be getting to fried dumpling.,anecdotes/miscellaneous,positive,3.0
662,This restaurant was way overhyped.,anecdotes/miscellaneous,negative,1.0
663,"Now at the top of our list, Del Frisco's Steakhouse.",anecdotes/miscellaneous,positive,3.0
664,I cannot imagine you not rushing out to eat there.,anecdotes/miscellaneous,positive,3.0
665,This was the worst dining experience I've ever had.,anecdotes/miscellaneous,negative,1.0
666,I thought I had died and gone to heaven.,anecdotes/miscellaneous,positive,3.0
667,"Not someplace I would seek to try out but if I am in the area again, I will certainly stop by.",anecdotes/miscellaneous,neutral,2.0
668,Every waitress and customer who passed by me bumped into my chair.,anecdotes/miscellaneous,negative,1.0
669,I have been going there since it opened and I can't get enough.,anecdotes/miscellaneous,positive,3.0
670,"In fact, you can't miss it.",anecdotes/miscellaneous,positive,3.0
671,I recently tried Suan and I thought that it was great.,anecdotes/miscellaneous,positive,3.0
672,It is run by the same Sichuan chef who started the chain in Chinatown.,anecdotes/miscellaneous,neutral,2.0
673,Get the feeling they settled into a groove a while ago.,anecdotes/miscellaneous,neutral,2.0
674,"I don't get it, what's so special about Prune ?",anecdotes/miscellaneous,negative,1.0
675,I'd definitely recommend this little place.,anecdotes/miscellaneous,positive,3.0
676,"Again, if you are in this neighborhood - by all means, come here.",anecdotes/miscellaneous,positive,3.0
677,Do yourself a favor and walk the extra avenue from joe's to eat here.,anecdotes/miscellaneous,positive,3.0
678,I have eaten at Shabu Tatsu at least 5 times and I always want to go back for more!,anecdotes/miscellaneous,positive,3.0
679,Get it together.,anecdotes/miscellaneous,negative,1.0
680,"In such a crappy part of town to find a good value for lunch, this place is great.",anecdotes/miscellaneous,positive,3.0
681,I must give it Yon out of Yon stars!,anecdotes/miscellaneous,positive,3.0
682,"The only possible drawback to this last point is that as of the date of this posting, the additional menu items are only written in Chinese.",anecdotes/miscellaneous,negative,1.0
683,Enjoy!!!,anecdotes/miscellaneous,positive,3.0
684,Kudos to Po!,anecdotes/miscellaneous,positive,3.0
685,My boyfriend and I were in NY for a few days and Pastis was a place that came recommended.,anecdotes/miscellaneous,neutral,2.0
686,I read the other review and have to say I had the opposite experience here last Sunday.,anecdotes/miscellaneous,neutral,2.0
687,Never again!,anecdotes/miscellaneous,negative,1.0
688,For Park avenue I expected so much more.,anecdotes/miscellaneous,negative,1.0
689,So rude.,anecdotes/miscellaneous,negative,1.0
690,"Still, try it once, since if you end up loving the food, it could be one of your best dining experiences.",anecdotes/miscellaneous,positive,3.0
691,We do not need to go to a four-star restaurant anymore.,anecdotes/miscellaneous,neutral,2.0
692,I thanked my friend who recommended me this restaurant and will certainly recommend it to others.,anecdotes/miscellaneous,positive,3.0
693,I plan on stopping by next week as well.,anecdotes/miscellaneous,positive,3.0
694,"As a retired hipster, I can say with some degree of certainty that for the last year Lucky Strike has been the best laid-back late night in the city.",anecdotes/miscellaneous,positive,3.0
695,Highly recommended to all!,anecdotes/miscellaneous,positive,3.0
696,highly recommended.,anecdotes/miscellaneous,positive,3.0
697,"Unless you are eating in the Pizzeria side of this place, and are not in a rush, this place is a bad idea.",anecdotes/miscellaneous,negative,1.0
698,It will be on my to do list the next visit to NYC.,anecdotes/miscellaneous,positive,3.0
699,I was pleasantly surprised to find this gem in Hoboken.,anecdotes/miscellaneous,positive,3.0
700,"After a seafood craving, i checked citysearch and chose to go to Fish based on a previous review and the citysearch info.",anecdotes/miscellaneous,neutral,2.0
701,This is a fun restaurant to go to.,anecdotes/miscellaneous,positive,3.0
702,Had a late night dinner on a Saturday night.,anecdotes/miscellaneous,neutral,2.0
703,Bravissimo !!,anecdotes/miscellaneous,positive,3.0
704,Once they ran out of Gnochi and made it for me from scratch!,anecdotes/miscellaneous,positive,3.0
705,We would like to thank Marcelo and Grace for a wonderful dining experience!!!,anecdotes/miscellaneous,positive,3.0
706,"When I arrived at Orsay I was thrown back, in a veyr good sense.",anecdotes/miscellaneous,positive,3.0
707,"This is the Cheers of New York, whether you've ever been there or not.",anecdotes/miscellaneous,neutral,2.0
708,It's to die for!,anecdotes/miscellaneous,positive,3.0
709,"I've had the lunch buffet at Chennai a couple of times, when I have been in the neighborhood.",anecdotes/miscellaneous,neutral,2.0
710,You will be satisfied.,anecdotes/miscellaneous,positive,3.0
711,Another great place to take out-of-towners!,anecdotes/miscellaneous,positive,3.0
712,"But, hey, there is anything better with a decent vegetarian selection in Astoria.",anecdotes/miscellaneous,neutral,2.0
713,We were less than impressed.,anecdotes/miscellaneous,negative,1.0
714,A Thai restaurant out of rice during dinner?,anecdotes/miscellaneous,negative,1.0
715,but still my date was bad,anecdotes/miscellaneous,negative,1.0
716,Would definitely go back again.,anecdotes/miscellaneous,positive,3.0
717,I have been to Rao's probably 15 times the past 3 years and it keeps getting better.,anecdotes/miscellaneous,positive,3.0
718,Overall a worthwhile experience.,anecdotes/miscellaneous,positive,3.0
719,"It's really a takeaway place, I wouldn't sit if I could take it home.",anecdotes/miscellaneous,neutral,2.0
720,THE MOST FUN RESTAURANT I HAVE EVER BEEN TOO!,anecdotes/miscellaneous,positive,3.0
721,I had a great experience.,anecdotes/miscellaneous,positive,3.0
722,I recommend this place to everyone who asks me where to go for a good meal.,anecdotes/miscellaneous,positive,3.0
723,"Having been a long time Ess-a-Bagel fan, I was surpised to find myself return time and time again to Murray's.",anecdotes/miscellaneous,positive,3.0
724,Go for it!,anecdotes/miscellaneous,positive,3.0
725,Highly recommended.,anecdotes/miscellaneous,positive,3.0
726,"To speak of the Park Side, words can not describe.",anecdotes/miscellaneous,neutral,2.0
727,We always get a sampling of appetizers and share.,anecdotes/miscellaneous,neutral,2.0
728,"It is nearly impossible to get a table, so if you ever have the chance to go here for dinner, DO NOT pass it up.",anecdotes/miscellaneous,conflict,
729,"Our son loves pizza and we have a certified Neapolitan pizzaria in our home city (Seattle), we liked this nearly as much - and the differences were more about personal preference than any reflection on either restaurant.",anecdotes/miscellaneous,positive,3.0
730,Suan is a great place that I often take my friends (classmates) too.,anecdotes/miscellaneous,positive,3.0
731,Not a great place for family or general dining.,anecdotes/miscellaneous,negative,1.0
732,I thought going to Jimmys would give me a real Domincan exprience.,anecdotes/miscellaneous,neutral,2.0
733,"Same owner as the guy who owns Typhoon, which is just down the street on St. Marks and 1st Ave.",anecdotes/miscellaneous,neutral,2.0
734,I was wrong.,anecdotes/miscellaneous,negative,1.0
735,No plans to return anytime soon.,anecdotes/miscellaneous,negative,1.0
736,I just do not understand what the fuss is all about.,anecdotes/miscellaneous,negative,1.0
737,"We liked it so much, that we will always make it a point to dine here when we visit New York.",anecdotes/miscellaneous,positive,3.0
738,For an untrendy rip-off- eat here.,anecdotes/miscellaneous,negative,1.0
739,I can't wait to go back.,anecdotes/miscellaneous,positive,3.0
740,I HATE HATE HATE this place.,anecdotes/miscellaneous,negative,1.0
741,Wonderful!,anecdotes/miscellaneous,positive,3.0
742,Go hungry and enjoy.,anecdotes/miscellaneous,positive,3.0
743,I have eaten a lot of pizza here.,anecdotes/miscellaneous,neutral,2.0
744,This place is worth an one-hour drive.,anecdotes/miscellaneous,positive,3.0
745,All I can say is WOW!,anecdotes/miscellaneous,positive,3.0
746,wont come back again for sure!,anecdotes/miscellaneous,negative,1.0
747,i went to utsav about a yr ago with my family.,anecdotes/miscellaneous,neutral,2.0
748,Bon appettite!!,anecdotes/miscellaneous,positive,3.0
749,"La Rosa waltzes in, and I think they are doing it the best.",anecdotes/miscellaneous,positive,3.0
750,"A great addition to Smith Street: finally, a place that's not pretentious and filled with women wearing Ugg boots.",anecdotes/miscellaneous,positive,3.0
751,It is simply amazing.,anecdotes/miscellaneous,positive,3.0
752,I complete the total bagel experience by having it lightly toasted.,anecdotes/miscellaneous,neutral,2.0
753,I liked this place the first time but doubt I will ever return.,anecdotes/miscellaneous,negative,1.0
754,A great way to make some money is to buy a case of snapple from Costco and sell it right outside for only $2.50.,anecdotes/miscellaneous,neutral,2.0
755,"Skip this restaurant, it's a big disappointment.",anecdotes/miscellaneous,negative,1.0
756,"Bravo, Blue Hill!",anecdotes/miscellaneous,positive,3.0
757,"Conveniently located too, being right on Bedford ave.",anecdotes/miscellaneous,positive,3.0
758,My friends and I came across this place while walking in the village.,anecdotes/miscellaneous,neutral,2.0
759,This place is to be avoided.,anecdotes/miscellaneous,negative,1.0
760,My sister says it reminds her of a restaurant run by high-school students who don't know what they are doing.,anecdotes/miscellaneous,negative,1.0
761,"At 6:30, we were the third party there.",anecdotes/miscellaneous,neutral,2.0
762,I will definetly be going back.,anecdotes/miscellaneous,positive,3.0
763,"No, really.",anecdotes/miscellaneous,neutral,2.0
764,I've been to Naples 45 for dinner twice.,anecdotes/miscellaneous,neutral,2.0
765,I'm saving up for my next visit.,anecdotes/miscellaneous,positive,3.0
766,Amma is nothing special.,anecdotes/miscellaneous,negative,1.0
767,"believe us, we've been eating sushi for over 15 yrs.",anecdotes/miscellaneous,neutral,2.0
768,"Worth it for a special occasion, or any time!",anecdotes/miscellaneous,positive,3.0
769,I recommend to anyone who wants to dress up and impress the lady.,anecdotes/miscellaneous,positive,3.0
770,"I had a late dinner at Lucky Stike, a great name for a joint if ever I saw one.",anecdotes/miscellaneous,neutral,2.0
771,"Been there, done that, and New York, it's not that big a deal.",anecdotes/miscellaneous,neutral,2.0
772,Definitely a once a year treat that I look forward to around the holidays!,anecdotes/miscellaneous,positive,3.0
773,from an English speaking staff.,anecdotes/miscellaneous,neutral,2.0
774,A defitely must visit.,anecdotes/miscellaneous,positive,3.0
775,My friends and I showed up on a Sat.,anecdotes/miscellaneous,neutral,2.0
776,great experience overall.,anecdotes/miscellaneous,positive,3.0
777,(I've ordered from the 2nd ave.,anecdotes/miscellaneous,neutral,2.0
778,"Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!",anecdotes/miscellaneous,positive,3.0
779,My husband and I have been there a couple of times and each time we sat at the sushi bar (chef Yoshi) and ordered everything ala carte.,anecdotes/miscellaneous,neutral,2.0
780,A friend from Seattle and I went on a Thursday night around 8:30.,anecdotes/miscellaneous,neutral,2.0
781,"Just remember, the later you go, the longer you may have to wait.",anecdotes/miscellaneous,neutral,2.0
782,I live in the neightborhood and am a regular.,anecdotes/miscellaneous,positive,3.0
783,IT IS WHAT MODERN CUISINE IS ALL ABOUT.,anecdotes/miscellaneous,positive,3.0
784,I definitely will go back.,anecdotes/miscellaneous,positive,3.0
785,Finally!,anecdotes/miscellaneous,positive,3.0
786,"Having hunted around for a quiet, romantic, yet not hideously expensive restaurant I stumbled across reviews for La Lanterna and gave it a shot.",anecdotes/miscellaneous,neutral,2.0
787,I've never been disappointed.,anecdotes/miscellaneous,positive,3.0
788,"From the street it looks very hidden, and is actually an old warehouse.",anecdotes/miscellaneous,neutral,2.0
789,My boyfriend and I have been to The Minnow four times now and we have consistently been impressed.,anecdotes/miscellaneous,positive,3.0
790,"I wouldn't mind going back some time, but not before trying others nearby.",anecdotes/miscellaneous,conflict,
791,I found this restaurant to be one that truly values its patrons.,anecdotes/miscellaneous,positive,3.0
792,"For some reason the place was empty when we got in and remained so for the entire evening, I don't understand why but we had a blast and will definately go back the next time we are in the area.",anecdotes/miscellaneous,positive,3.0
793,But I just would like to say I read the reviews people left and thats why I checked it out.,anecdotes/miscellaneous,neutral,2.0
794,"I've eaten at Pizza Gruppo a few times, but more often I order delivery.",anecdotes/miscellaneous,neutral,2.0
795,Beautiful experience.,anecdotes/miscellaneous,positive,3.0
796,"If you can handle that, it's a great place for a business dinner, fun with friends or simply a table for 2.",anecdotes/miscellaneous,positive,3.0
797,Jimmy is Dominican!,anecdotes/miscellaneous,neutral,2.0
798,Coming from Boston this place is like Emma's Pizza in Kendall Square in Cambridge (although they have more funky toppings!),anecdotes/miscellaneous,neutral,2.0
799,The neighborhood was nice though so check out another restaurant instead.,anecdotes/miscellaneous,negative,1.0
800,If you are in search of the most authentic NYC deli experience look no further than the famous and historic Katz's Deli down on the Lower East Side.,anecdotes/miscellaneous,positive,3.0
801,This is also where I was from.,anecdotes/miscellaneous,neutral,2.0
802,Everything is for sale in here including the sculptured iron statue on the table.,anecdotes/miscellaneous,neutral,2.0
803,Joe's Pizza used to have the best slice until this pizzeria opened up.,anecdotes/miscellaneous,positive,3.0
804,I have never had anything like it!,anecdotes/miscellaneous,positive,3.0
805,"Yeah the crowd can take it a bit seriously, but it shouldn't.",anecdotes/miscellaneous,neutral,2.0
806,"I am Indian, and I have tried many Indian places in NY.",anecdotes/miscellaneous,neutral,2.0
807,"On a recent Saturday night, I was with a group of 5 at the Bread Bar.",anecdotes/miscellaneous,neutral,2.0
808,THE FRANKENSTEIN SHOW WAS THE BEST.,anecdotes/miscellaneous,positive,3.0
809,"As a fan of Thai, I have tried quite a few different restaurants in NYC and this one was definitely the worst.",anecdotes/miscellaneous,negative,1.0
810,Too bad Latin Quarters closed.,anecdotes/miscellaneous,neutral,2.0
811,Stumbled upon this gem of a pizza place and I will be going back frequently.,anecdotes/miscellaneous,positive,3.0
812,I live a block away and go to Patsy's frequently.,anecdotes/miscellaneous,neutral,2.0
813,"When I visited my friend who lives in the Upper Eastside, she recommended that we go to this restaurant.",anecdotes/miscellaneous,neutral,2.0
814,Kudos Haru,anecdotes/miscellaneous,positive,3.0
815,I plan on eating here more often.,anecdotes/miscellaneous,positive,3.0
816,"I would definitely go back for a very special occasion, but not for regular fine dining.",anecdotes/miscellaneous,conflict,
817,I came here for my friend's birthday and keep coming back ever since.,anecdotes/miscellaneous,positive,3.0
818,"I would never wait for a table to eat, it just is not THAT great.",anecdotes/miscellaneous,negative,1.0
819,I had a grat time at Jekyll and Hyde!,anecdotes/miscellaneous,positive,3.0
820,"its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.",anecdotes/miscellaneous,conflict,
821,and we were thouroughly disapointed.,anecdotes/miscellaneous,negative,1.0
822,This is the Jackel and Hideof the restaurants on the UES.,anecdotes/miscellaneous,neutral,2.0
823,Since my first dinner I have had the chance to have brunch at Orsay 3x.,anecdotes/miscellaneous,neutral,2.0
824,"Our teenage kids love it, too.",anecdotes/miscellaneous,positive,3.0
825,You guys are awesome!,anecdotes/miscellaneous,positive,3.0
826,I loved this place!!,anecdotes/miscellaneous,positive,3.0
827,Avoid at all costs.,anecdotes/miscellaneous,negative,1.0
828,I would highly recommend this place to everyone for any occasion!,anecdotes/miscellaneous,positive,3.0
829,I recommend that you try this hidden spot which will surely blowup very soon,anecdotes/miscellaneous,positive,3.0
830,i would just ask for no oil next time.,anecdotes/miscellaneous,neutral,2.0
831,I went there for lunch and it was not as good as I expected from the reviews I read.,anecdotes/miscellaneous,negative,1.0
832,I really didn't know what to expect for a restaurant that literally overlooks the main hall of Grand Central.,anecdotes/miscellaneous,neutral,2.0
833,I would not recommend this place to anyone.,anecdotes/miscellaneous,negative,1.0
834,"Perhaps it was an off night, but it was suprisingly average for a 9.3 rating.",anecdotes/miscellaneous,negative,1.0
835,"Restaurant snobs need not bother, this is a small, neighborhood kind of place.",anecdotes/miscellaneous,neutral,2.0
836,Have been dozens of times and never failed to enjoy the experience.,anecdotes/miscellaneous,positive,3.0
837,And I've been to many NYC delis.,anecdotes/miscellaneous,neutral,2.0
838,This place is always packed.,anecdotes/miscellaneous,neutral,2.0
839,"I've eaten thai many times, and am very familiar with the cuisine.",anecdotes/miscellaneous,neutral,2.0
840,I highly recommend the restaurant based on our experience last night.,anecdotes/miscellaneous,positive,3.0
841,I came into the city to try out this restaurant because a friend had recommended it to my husband.,anecdotes/miscellaneous,neutral,2.0
842,"All in all a wonderful experience, can't wait to come back.",anecdotes/miscellaneous,positive,3.0
843,"after dining at B.O.G over twenty times now, its official !",anecdotes/miscellaneous,neutral,2.0
844,Owner must have coem on this website to give himself credit.,anecdotes/miscellaneous,neutral,2.0
845,Turned out there was full service upstairs and sat down.,anecdotes/miscellaneous,neutral,2.0
846,I would go back.,anecdotes/miscellaneous,positive,3.0
847,Definitely will be back!,anecdotes/miscellaneous,positive,3.0
848,I'm not sure why these other reviewers are whining so much.,anecdotes/miscellaneous,neutral,2.0
849,they live up to the thai way of living.,anecdotes/miscellaneous,neutral,2.0
850,"I live nearby and when they first opened, I ate there a lot.",anecdotes/miscellaneous,neutral,2.0
851,This is the kind of place you'd like to take all your friends to and still keep a secret.,anecdotes/miscellaneous,positive,3.0
852,We were exploring Grand Central and didn't want to eat in the food court.,anecdotes/miscellaneous,neutral,2.0
853,We left after one drink.,anecdotes/miscellaneous,neutral,2.0
854,Everything that happened was not even up to mediocre.,anecdotes/miscellaneous,negative,1.0
855,Ive been here so many times the waiters know my name.,anecdotes/miscellaneous,neutral,2.0
856,I've been frequenting The Tasting Room since it first arrived in the East Village and I've never been disappointed.,anecdotes/miscellaneous,positive,3.0
857,Heartland Brewery is a great way to start or finish your day.,anecdotes/miscellaneous,positive,3.0
858,This is the perfect date spot for Williamsburg couples.,anecdotes/miscellaneous,positive,3.0
859,"It was raining, and we figured why not?",anecdotes/miscellaneous,neutral,2.0
860,Another welcome addition to the neighborhood.,anecdotes/miscellaneous,positive,3.0
861,"This time, I prefer not to go into detail.",anecdotes/miscellaneous,neutral,2.0
862,i actually feel like i should keep it a secret.,anecdotes/miscellaneous,neutral,2.0
863,"Not only would I not recommend Jimmy's restaurants to friends, I would strongly suggest they go anywhere but.",anecdotes/miscellaneous,negative,1.0
864,Haru on Park S is simply disgusting.,anecdotes/miscellaneous,negative,1.0
865,"As a long-time patron of Mamoun's, I always figured that I had found the best late night food spot in the city.",anecdotes/miscellaneous,positive,3.0
866,I drop more dollar bills here than your uncle after a weekend at Scores.,anecdotes/miscellaneous,neutral,2.0
867,Go there to relax and feel like your somewhere else.,anecdotes/miscellaneous,positive,3.0
868,It was a very nice surprise.,anecdotes/miscellaneous,positive,3.0
869,I am French and I really felt like home!!!,anecdotes/miscellaneous,positive,3.0
870,I have been to Casimir over 5 times and I have always had a great time there.,anecdotes/miscellaneous,positive,3.0
871,"It's usually packed for good reason, esp.",anecdotes/miscellaneous,neutral,2.0
872,I love going there!,anecdotes/miscellaneous,positive,3.0
873,I cannot recommend OG more highly if I tried - check it out for yourself.,anecdotes/miscellaneous,positive,3.0
874,"It was the first place we ate on our first trip to New York, and it will be the last place we stop as we head out of town on our next trip to New York.",anecdotes/miscellaneous,positive,3.0
875,"Save your money and don't waste your calories, go to Margharita's on Washington Street instead, they have amazing food and the BEST service.",anecdotes/miscellaneous,negative,1.0
876,But trust me it is so worth it.,anecdotes/miscellaneous,positive,3.0
877,It is not a place for tourists or someone who has never dined in Bay Ridge.,anecdotes/miscellaneous,neutral,2.0
878,THe perfect spot.,anecdotes/miscellaneous,positive,3.0
879,"I took my girlfriend there for her birthday last night and we had a relaxing, really good meal.",anecdotes/miscellaneous,positive,3.0
880,There's something smooth about sipping sake upper east side style.,anecdotes/miscellaneous,positive,3.0
881,This place has got to be the best japanese restaurant in the new york area.,anecdotes/miscellaneous,positive,3.0
882,"Going to Volare is like going to your favorite aunt's house for dinner, assuming that your aunt is a great Italian cook.",anecdotes/miscellaneous,positive,3.0
883,I loved it and would go again.,anecdotes/miscellaneous,positive,3.0
884,SO SO SO SO SO good!,anecdotes/miscellaneous,positive,3.0
885,"Out of the hundreds of Italian restaurants in Queens, this is among the best.",anecdotes/miscellaneous,positive,3.0
886,Very good value,anecdotes/miscellaneous,positive,3.0
887,I would recommend putting your name down and then getting a drink at a local bar first though because of the wait time.,anecdotes/miscellaneous,conflict,
888,I keep my fingers crossed the whole subway ride hoping that there will be a table I can sit at by myself and not have to share with the rice congee soup people.,anecdotes/miscellaneous,neutral,2.0
889,Everything a NY pizza joint should be.,anecdotes/miscellaneous,positive,3.0
890,We go often.,anecdotes/miscellaneous,neutral,2.0
891,moral stay away.,anecdotes/miscellaneous,negative,1.0
892,"When I saw that their website had a link to da Ciro in Napoli, I knew there was going to be good pizza!",anecdotes/miscellaneous,positive,3.0
893,They're terrific!!,anecdotes/miscellaneous,positive,3.0
894,They outshine HH.,anecdotes/miscellaneous,positive,3.0
895,We were sorry to check them off our list as we had enjoyed and recommended the place in the past.,anecdotes/miscellaneous,negative,1.0
896,"If you're not familiar with the cuisine, you may encounter problems ordering here and be sure to bring plenty of cash with you as they don't accept credit cards.",anecdotes/miscellaneous,negative,1.0
897,Problem is nothing at Prune is particularly memorable.,anecdotes/miscellaneous,negative,1.0
898,Just wish they'd expand.,anecdotes/miscellaneous,neutral,2.0
899,keep up the good work.,anecdotes/miscellaneous,positive,3.0
900,"I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place.",anecdotes/miscellaneous,neutral,2.0
901,Make sure you try this place as often as you can.,anecdotes/miscellaneous,positive,3.0
902,Another plus is most of the entrees are approx.,anecdotes/miscellaneous,positive,3.0
903,I will go back to Suan soon!,anecdotes/miscellaneous,positive,3.0
904,Loved it!,anecdotes/miscellaneous,positive,3.0
905,We were pleasantly surprised.,anecdotes/miscellaneous,positive,3.0
906,It was wonderful.,anecdotes/miscellaneous,positive,3.0
907,Will give it another chance before I write it off.,anecdotes/miscellaneous,neutral,2.0
908,Village is one of those places that scores on all fronts.,anecdotes/miscellaneous,positive,3.0
909,It is the best hidden spot there and I rave about it to everyone.,anecdotes/miscellaneous,positive,3.0
910,Can't wait wait for my next visit.,anecdotes/miscellaneous,positive,3.0
911,"If you live in Upper Manhattan, Siam Square is THE place for Thia food.",anecdotes/miscellaneous,positive,3.0
912,Stay away from this place.,anecdotes/miscellaneous,negative,1.0
913,Brava La Pizza Fresca!,anecdotes/miscellaneous,positive,3.0
914,"If just to drop in, quickly stuff yourself and jet out -- to keep their turn-over.",anecdotes/miscellaneous,negative,1.0
915,I go back in line like three times on average until I can't walk anymore.,anecdotes/miscellaneous,neutral,2.0
916,Bleecker St Pizza is the best!,anecdotes/miscellaneous,positive,3.0
917,I DO NOT RECOMMEND THE HEARTLAND BREWERY.,anecdotes/miscellaneous,negative,1.0
918,Faan is sooo good.,anecdotes/miscellaneous,positive,3.0
919,I will not be coming here at 3am again.,anecdotes/miscellaneous,negative,1.0
920,Unbelievable.,anecdotes/miscellaneous,positive,3.0
921,We will be back.,anecdotes/miscellaneous,positive,3.0
922,I went with 5 friends and we lingered at the table for a bit and didn't feel rushed at all even though there was a wait.,anecdotes/miscellaneous,conflict,
923,I went to Ruby Foos for my birthday and enjoyed our experience there.,anecdotes/miscellaneous,positive,3.0
924,I've had to wait only a few times during lunch but this place is definitely worth the wait.,anecdotes/miscellaneous,conflict,
925,"Judging from previous posts this used to be a good place, but not any longer.",anecdotes/miscellaneous,conflict,
926,Nice find.,anecdotes/miscellaneous,positive,3.0
927,Amazing!,anecdotes/miscellaneous,positive,3.0
928,Went to Ottimo and was expecting outstanding pizza (as I love La Pizza Fresca).,anecdotes/miscellaneous,neutral,2.0
929,"We try frequenting new restaurants all over the city, but any time that we  visit a restaurant other than Roth's we are always disappointed.",anecdotes/miscellaneous,neutral,2.0
930,There is nothing more pleasant than that.,anecdotes/miscellaneous,positive,3.0
931,I would recommend this place to anyone and would without a doubt come again.,anecdotes/miscellaneous,positive,3.0
932,Mizu is the Japenese find in Grammercy.,anecdotes/miscellaneous,positive,3.0
933,For sure i will keep coming back because i feel really this restaurant deserves.,anecdotes/miscellaneous,positive,3.0
934,One of my favorite restaurants in the neighborhood.,anecdotes/miscellaneous,positive,3.0
935,I have to say that I am pleasantly suprised and I will most likely stop in again if I am in the neighborhood.,anecdotes/miscellaneous,positive,3.0
936,This is a true gem of the village.,anecdotes/miscellaneous,positive,3.0
937,"However, I think Jeckll and Hydes t is one of those places that is fun to do once.",anecdotes/miscellaneous,positive,3.0
938,A wonderful place!,anecdotes/miscellaneous,positive,3.0
939,"Please take my advice, go and try this place.",anecdotes/miscellaneous,positive,3.0
940,for my birthday and we had an excellent time.,anecdotes/miscellaneous,positive,3.0
941,I went to Amma after a friend recommended it.,anecdotes/miscellaneous,neutral,2.0
942,I'm just reading some of these reviews and its nonsense that people are reviewing some places because it was too loud.,anecdotes/miscellaneous,neutral,2.0
943,Maybe tomorrow ;-),anecdotes/miscellaneous,neutral,2.0
944,please don't fool us.,anecdotes/miscellaneous,negative,1.0
945,I suspect this restaurant is what Rao's would be if it hadn't turned exclusive.,anecdotes/miscellaneous,neutral,2.0
946,"strike up a conversation with the attorney next to you, or with the local union worker on the other side.",anecdotes/miscellaneous,neutral,2.0
947,We got in line and were served while in line a bannan fritter.,anecdotes/miscellaneous,neutral,2.0
948,really depends on your luck!,anecdotes/miscellaneous,neutral,2.0
949,Just went here for my girlfriends 23rd bday.,anecdotes/miscellaneous,neutral,2.0
950,My wife and I went to Orsay for Valentine's dinner.,anecdotes/miscellaneous,neutral,2.0
951,"I don't know about you guys, but when I go somewhere to eat I go for the food not for the atmosphere.",anecdotes/miscellaneous,neutral,2.0
952,Very different than regular dimsum places.,anecdotes/miscellaneous,neutral,2.0
953,I have lived in NY for many years and have dined at many restaraunts.,anecdotes/miscellaneous,neutral,2.0
954,"we were tired and cold when we got to the restaurant, then we sat down to begin ordering appetizers.",anecdotes/miscellaneous,neutral,2.0
955,I've had pizza both times and the caprese salad appetizer.,anecdotes/miscellaneous,neutral,2.0
956,She lives nearby but had never gone to this establishment thinking that it might be too touristy.,anecdotes/miscellaneous,neutral,2.0
957,And when I visit her I make it a point to eat at 'Ino at least once daily if not once for the whole trip.,anecdotes/miscellaneous,positive,3.0
958,"I wasn't there for the Half-Price Saturday Night Special, but Tuesday Night.",anecdotes/miscellaneous,neutral,2.0
959,There was a small group of us looking somewhere to eat kinda late on a weeknight and we ended up at Pastis.,anecdotes/miscellaneous,neutral,2.0
960,for Meetball Night.,anecdotes/miscellaneous,neutral,2.0
961,"If you like the food and the value you get from some of Chinatown restaurants, this is not the place for you.",anecdotes/miscellaneous,negative,1.0
962,They are opening two more places as i saw a flyer there one in Yonkers which is a restraunt and banquet hall and another one in parsipanny new jersey.,anecdotes/miscellaneous,neutral,2.0
963,Want to impress?,anecdotes/miscellaneous,neutral,2.0
964,We've lived in the area for more than 8 years.,anecdotes/miscellaneous,neutral,2.0
965,I have to say that if this what makes it easier to get a saet a lunch- I dont mind.,anecdotes/miscellaneous,neutral,2.0
966,My family and I ate here last night for our annual Christmas dinner with the family members who would rather spend the holidays with friends out-of-town.,anecdotes/miscellaneous,neutral,2.0
967,I grew up on these bagels.,anecdotes/miscellaneous,positive,3.0
968,The restaraurant is very small so reservations are a must.,anecdotes/miscellaneous,neutral,2.0
969,Visited there while on vacation and reading the reviews.,anecdotes/miscellaneous,neutral,2.0
970,A one women show!,anecdotes/miscellaneous,neutral,2.0
971,You can't go wrong here.,anecdotes/miscellaneous,positive,3.0
972,At first i was rolling my ideas of yet another French place on the UES.,anecdotes/miscellaneous,neutral,2.0
973,In China the phrase for a good restaurant is hot and loud.,anecdotes/miscellaneous,neutral,2.0
974,After dealing with subpar pizza all over the Kensington neighborhood - I've found little toninos.,anecdotes/miscellaneous,positive,3.0
975,I thought this place was totally overrated.,anecdotes/miscellaneous,negative,1.0
976,You won't find that anywhere in Manhattan.,anecdotes/miscellaneous,positive,3.0
977,How do you rate home?,anecdotes/miscellaneous,positive,3.0
978,I went here in the afternoon with a friend.,anecdotes/miscellaneous,neutral,2.0
979,I guess the way my friends and I described it was The French Colonies.,anecdotes/miscellaneous,neutral,2.0
980,they were able to squeeze me in at 6 after i called the night before my anniversary for a friday night reservation and told me they'd treat us well for the occasion.,anecdotes/miscellaneous,neutral,2.0
